Start time,End time,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms),Strength training duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,15.867185592651367,,,,,43.46966552734375,-80.55294036865234,43.46976852416992,-80.5528564453125,,,,,,,,900000,,,
00:15:00.000-04:00,00:30:00.000-04:00,15.867185592651367,,,,,43.469581604003906,-80.55320739746094,43.469722747802734,-80.55279541015625,5.470081806182861,5.470081806182861,5.470081806182861,,,,,900000,,,
00:30:00.000-04:00,00:45:00.000-04:00,15.867185592651367,,,,,43.469757080078125,-80.55291748046875,43.469757080078125,-80.55291748046875,,,,,,,,900000,,,
00:45:00.000-04:00,01:00:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
01:00:00.000-04:00,01:15:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
01:15:00.000-04:00,01:30:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
01:30:00.000-04:00,01:45:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
01:45:00.000-04:00,02:00:00.000-04:00,15.867185592651367,,,,,43.46970748901367,-80.55294799804688,43.46970748901367,-80.55294799804688,,,,,,,,900000,,,
02:00:00.000-04:00,02:15:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
02:15:00.000-04:00,02:30:00.000-04:00,15.867185592651367,,,,,43.46961212158203,-80.55290222167969,43.46961212158203,-80.55290222167969,,,,,,,,900000,,,
02:30:00.000-04:00,02:45:00.000-04:00,15.867185592651367,,,,,43.469730377197266,-80.55292510986328,43.469730377197266,-80.55292510986328,,,,,,,,900000,,,
02:45:00.000-04:00,03:00:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
03:00:00.000-04:00,03:15:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
03:15:00.000-04:00,03:30:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
03:30:00.000-04:00,03:45:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
03:45:00.000-04:00,04:00:00.000-04:00,15.867185592651367,,,,,43.46968078613281,-80.55294036865234,43.46974563598633,-80.55292510986328,,,,,,,,900000,,,
04:00:00.000-04:00,04:15:00.000-04:00,15.867185592651367,,,,,43.46971130371094,-80.55296325683594,43.46976089477539,-80.55293273925781,,,,,,,,900000,,,
04:15:00.000-04:00,04:30:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
04:30:00.000-04:00,04:45:00.000-04:00,15.867185592651367,,,,,43.46977615356445,-80.55292510986328,43.46977615356445,-80.55292510986328,,,,,,,,900000,,,
04:45:00.000-04:00,05:00:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
05:00:00.000-04:00,05:15:00.000-04:00,15.867185592651367,,,,,43.4697265625,-80.55294799804688,43.4697265625,-80.55294799804688,,,,,,,,900000,,,
05:15:00.000-04:00,05:30:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
05:30:00.000-04:00,05:45:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
05:45:00.000-04:00,06:00:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
06:00:00.000-04:00,06:15:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
06:15:00.000-04:00,06:30:00.000-04:00,15.867185592651367,,,,,43.469730377197266,-80.55296325683594,43.46977615356445,-80.55293273925781,,,,,,,,900000,,,
06:30:00.000-04:00,06:45:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
06:45:00.000-04:00,07:00:00.000-04:00,15.867185592651367,,,,,43.469669342041016,-80.55292510986328,43.46970748901367,-80.55286407470703,,,,,,,,900000,,,
07:00:00.000-04:00,07:15:00.000-04:00,15.867185592651367,,,,,43.46969223022461,-80.55294799804688,43.46974563598633,-80.55291748046875,,,,,,,,900000,,,
07:15:00.000-04:00,07:30:00.000-04:00,15.867185592651367,,,,,,,,,,,,,,,,900000,,,
07:30:00.000-04:00,07:45:00.000-04:00,21.314998626708984,7.0,,,,43.46968078613281,-80.55294799804688,43.469844818115234,-80.55290985107422,,,,18,,,,846783,,,53217
07:45:00.000-04:00,08:00:00.000-04:00,15.8671875,,,,,43.469730377197266,-80.55294799804688,43.469730377197266,-80.55294799804688,,,,,,,,900000,,,
08:00:00.000-04:00,08:15:00.000-04:00,15.8671875,,,,,,,,,,,,,,,,900000,,,
08:15:00.000-04:00,08:30:00.000-04:00,29.201072692871094,152.7341766357422,,,,43.46974182128906,-80.55421447753906,43.47014617919922,-80.5531005859375,1.2425498962402344,2.3348233699798584,0.6008327603340149,411,,,,536704,61321,73692,
08:30:00.000-04:00,08:45:00.000-04:00,15.867188453674316,,,,,43.47005081176758,-80.55413818359375,43.47011947631836,-80.55399322509766,,,,30,,,,455572,,,
08:45:00.000-04:00,09:00:00.000-04:00,30.023494720458984,123.43315887451172,,,,43.46966552734375,-80.55410766601562,43.4704704284668,-80.55286407470703,,,,345,,,,657472,242528,,
09:00:00.000-04:00,09:15:00.000-04:00,15.867186546325684,,,,,43.46980667114258,-80.55293273925781,43.46983337402344,-80.5528793334961,0.8709190487861633,0.8709190487861633,0.8709190487861633,51,,,,900000,,,
09:15:00.000-04:00,09:30:00.000-04:00,15.867186546325684,,,,,43.46974563598633,-80.55302429199219,43.46987533569336,-80.55235290527344,1.395398736000061,1.7500284910202026,1.0407689809799194,,,,,900000,,,
09:30:00.000-04:00,09:45:00.000-04:00,15.867186546325684,,,,,43.46962356567383,-80.55332946777344,43.469703674316406,-80.5528564453125,0.7420797944068909,1.0447965860366821,0.6203225255012512,,,,,900000,,,
09:45:00.000-04:00,10:00:00.000-04:00,15.867186546325684,,,,,43.46971893310547,-80.5528564453125,43.469825744628906,-80.55276489257812,1.3827416896820068,2.9000000953674316,0.5821511745452881,,,,,900000,,,
10:00:00.000-04:00,10:15:00.000-04:00,15.867186546325684,,,,,43.46970748901367,-80.55288696289062,43.47001266479492,-80.55274963378906,0.8102468848228455,0.8102468848228455,0.8102468848228455,9,,,,900000,,,
10:15:00.000-04:00,10:30:00.000-04:00,15.867186546325684,,,,,43.46954345703125,-80.55294799804688,43.46983337402344,-80.55291748046875,2.2047853469848633,3.8503246307373047,0.9004998207092285,,,,,900000,,,
10:30:00.000-04:00,10:45:00.000-04:00,15.867186546325684,,,,,43.469322204589844,-80.55306243896484,43.46967315673828,-80.55274963378906,2.3619000911712646,3.9724678993225098,0.75133216381073,,,,,900000,,,
10:45:00.000-04:00,11:00:00.000-04:00,15.867186546325684,,,,,43.46965789794922,-80.55313873291016,43.4698486328125,-80.55278778076172,1.6574876308441162,1.909999966621399,0.5830951929092407,12,,,,900000,,,
11:00:00.000-04:00,11:15:00.000-04:00,15.867186546325684,,,,,43.4695930480957,-80.55294799804688,43.46974563598633,-80.55268096923828,0.661373496055603,0.7523961663246155,0.5703507661819458,,,,,900000,,,
11:15:00.000-04:00,11:30:00.000-04:00,15.867186546325684,,,,,43.4697265625,-80.55294799804688,43.4697265625,-80.55294799804688,,,,,,,,900000,,,
11:30:00.000-04:00,11:45:00.000-04:00,15.867186546325684,,,,,,,,,,,,,,,,900000,,,
11:45:00.000-04:00,12:00:00.000-04:00,15.867186546325684,,,,,,,,,,,,,,,,900000,,,
12:00:00.000-04:00,12:15:00.000-04:00,15.867186546325684,,,,,,,,,,,,,,,,900000,,,
